Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
DNKN,"Dunkin&#39; Brands Group, Inc.",76.02,6368709067,n/a,2011,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dnkn
DRRX,DURECT Corporation,1.17,189541932.8,n/a,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/drrx
DXPE,"DXP Enterprises, Inc.",43.28,752516977.3,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dxpe
DYSL,Dynasil Corporation of America,1.32,22859246.52,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dysl
DYNT,Dynatronics Corporation,3.1,25077133.8,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/dynt
DVAX,Dynavax Technologies Corporation,12.05,754517811.3,n/a,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dvax
ETFC,E*TRADE Financial Corporation,53.51,13895210320,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/etfc
SSP,E.W. Scripps Company (The),16.06,1316304067,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/ssp
EBMT,"Eagle Bancorp Montana, Inc.",18.8,102656497.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ebmt
EGBN,"Eagle Bancorp, Inc.",52.8,1811504270,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/egbn
EGLE,Eagle Bulk Shipping Inc.,5.6,409009759.2,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/egle
EFBI,"Eagle Financial Bancorp, Inc.",15.8918,25630422.17,n/a,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/efbi
EGRX,"Eagle Pharmaceuticals, Inc.",66.72,1004531249,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/egrx
EWBC,"East West Bancorp, Inc.",61.68,8938233963,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ewbc
EACQ,Easterly Acquisition Corp.,10.35,67624674.75,n/a,2015,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/eacq
EACQU,Easterly Acquisition Corp.,11.4,0,n/a,2015,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/eacqu
EACQW,Easterly Acquisition Corp.,1.25,0,n/a,2015,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/eacqw
EML,Eastern Company (The),28.25,177040235.8,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/eml
EAST,"Eastside Distilling, Inc.",7.75,49710321.25,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/east
EASTW,"Eastside Distilling, Inc.",1.92,0,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/eastw
EVGBC,Eaton Vance NextShares Trust,100.02,60012000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evgbc
EVSTC,Eaton Vance NextShares Trust,100.02,95019000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evstc
EVFTC,Eaton Vance NextShares Trust II,100.05,52526250,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evftc
EVLMC,Eaton Vance NextShares Trust II,100.04,70028000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evlmc
OKDCC,Eaton Vance NextShares Trust II,99.99,512448750,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/okdcc
EBAY,eBay Inc.,34.44,34080088603,n/a,1998,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ebay
EBAYL,eBay Inc.,26.22,0,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ebayl
EBIX,"Ebix, Inc.",80.4,2531850109,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ebix
ELON,Echelon Corporation,8.47,38473365.7,n/a,1998,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/elon
ECHO,"Echo Global Logistics, Inc.",34.85,994900832,n/a,2009,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/echo
SATS,EchoStar Corporation,48.665,4679793321,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/sats
EEI,"Ecology and Environment, Inc.",13.75,59305606.25,n/a,1987,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/eei
ESES,"Eco-Stim Energy Solutions, Inc.",0.421,31521733.82,n/a,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/eses
EDAP,EDAP TMS S.A.,2.7,79224193.8,29342294,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/edap
EDGE,"Edge Therapeutics, Inc.",0.79,24749221.12,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/edge
EDGW,"Edgewater Technology, Inc.",4.91,70636158.53,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/edgw
EDNT,"Edison Nation, Inc.",7.1712,0,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/ednt
EDIT,"Editas Medicine, Inc.",32.22,1536109250,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/edit
EDUC,Educational Development Corporation,11.51,94231932.62,n/a,n/a,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/educ
EGAN,eGain Corporation,7.55,207425695.1,n/a,1999,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/egan
EGLT,Egalet Corporation,0.3511,19932684.66,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eglt
EHTH,"eHealth, Inc.",26.83,514487626.2,n/a,2006,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/ehth
EIDX,"Eidos Therapeutics, Inc.",12.32,452784972.6,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eidx
EIGR,"Eiger BioPharmaceuticals, Inc.",11.85,168794623.2,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/eigr
EKSO,"Ekso Bionics Holdings, Inc.",2.15,130789543.9,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ekso
LOCO,"El Pollo Loco Holdings, Inc.",13.3,513497173,n/a,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/loco
EMITF,Elbit Imaging Ltd.,2.15,19760237.2,n/a,n/a,Consumer Services,Building operators,https://www.nasdaq.com/symbol/emitf
ESLT,Elbit Systems Ltd.,128.71,5502762055,n/a,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/eslt
ERI,"Eldorado Resorts, Inc.",49,3789545683,n/a,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/eri
SOLO,Electrameccanica Vehicles Corp. Ltd.,2.52,69573989.52,n/a,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/solo
SOLOW,Electrameccanica Vehicles Corp. Ltd.,0.4001,0,n/a,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/solow
ESIO,"Electro Scientific Industries, Inc.",18.17,620285606.7,n/a,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/esio
ECOR,"electroCore, Inc.",16.85,496233072.9,n/a,2018,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ecor
EA,Electronic Arts Inc.,113.84,34700510718,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ea
EFII,"Electronics for Imaging, Inc.",33.17,1471930094,n/a,1992,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/efii
ELSE,"Electro-Sensors, Inc.",3.7574,12758330.61,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/else
ESBK,Elmira Savings Bank NY (The),20.3,61679763.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/esbk
ELOX,"Eloxx Pharmaceuticals, Inc.",14.97,521819469.6,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/elox
ELTK,Eltek Ltd.,3.82,7749068.64,n/a,1997,Technology,Electrical Products,https://www.nasdaq.com/symbol/eltk
EMCI,EMC Insurance Group Inc.,24.935,537478961.9,n/a,1982,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/emci
EMCF,Emclaire Financial Corp,36.96,83941297.44,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/emcf
EMKR,EMCORE Corporation,4.5,123722307,n/a,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/emkr
EMMS,Emmis Communications Corporation,5.3,68547777.9,n/a,1994,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/emms
NYNY,"Empire Resorts, Inc.",9.45,309348953.6,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/nyny
ENTA,"Enanta Pharmaceuticals, Inc.",88.82,1721111948,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/enta
ECPG,Encore Capital Group Inc,37.5,1156415475,n/a,n/a,Finance,Finance Companies,https://www.nasdaq.com/symbol/ecpg
WIRE,Encore Wire Corporation,51.3,1069561292,n/a,1992,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/wire
ENDP,Endo International plc,16.05,3594113158,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/endp
ECYT,"Endocyte, Inc.",19.03,1338466277,n/a,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ecyt
ELGX,"Endologix, Inc.",1.9,160658727.5,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/elgx
NDRA,ENDRA Life Sciences Inc.,3.2,12553686.4,n/a,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ndra
NDRAW,ENDRA Life Sciences Inc.,0.6,0,n/a,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ndraw
EIGI,"Endurance International Group Holdings, Inc.",9.3,1334665497,n/a,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/eigi
WATT,Energous Corporation,10.86,278230322.1,n/a,2014,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/watt
EFOI,"Energy Focus, Inc.",2.2,26503998.4,n/a,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/efoi
ERII,"Energy Recovery, Inc.",9.04,484361952.5,n/a,2008,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/erii
EGC,"Energy XXI Gulf Coast, Inc.",8.02,267840435.3,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/egc
ENG,ENGlobal Corporation,1.04,28609689.68,n/a,n/a,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/eng
ENPH,"Enphase Energy, Inc.",4.1,427829050.9,n/a,2012,Technology,Semiconductors,https://www.nasdaq.com/symbol/enph
ESGR,Enstar Group Limited,213.05,4571407672,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgr
ESGRP,Enstar Group Limited,26.12,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgrp
ENFC,Entegra Financial Corp.,27.25,187798062,n/a,2014,Finance,Banks,https://www.nasdaq.com/symbol/enfc
ENTG,"Entegris, Inc.",30.05,4256023029,n/a,2000,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/entg
ENTX,Entera Bio Ltd.,5.01,57255883.2,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/entx
ENTXW,Entera Bio Ltd.,0.94,0,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/entxw
EBTC,Enterprise Bancorp Inc,33.1,387103242.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ebtc
EFSC,Enterprise Financial Services Corporation,53.55,1239722020,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/efsc
EPZM,"Epizyme, Inc.",10.2,708931375.2,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/epzm
PLUS,ePlus inc.,101.65,1394653959,n/a,1996,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/plus
EQIX,"Equinix, Inc.",443.84,35288847586,n/a,2000,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/eqix
EQBK,"Equity Bancshares, Inc.",39.89,629765170.1,n/a,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/eqbk
ERIC,Ericsson,8.61,2679432870,311200101,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/eric
ERIE,Erie Indemnity Company,127.74,6679507738,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/erie
ERYP,Erytech Pharma S.A.,10.4,52178328.8,5017147,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/eryp
ESCA,"Escalade, Incorporated",12.65,182662508.6,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/esca
ESPR,"Esperion Therapeutics, Inc.",47.57,1275050820,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/espr
ESQ,"Esquire Financial Holdings, Inc.",25.72,191503995.6,n/a,2017,Finance,Commercial Banks,https://www.nasdaq.com/symbol/esq
ESSA,"ESSA Bancorp, Inc.",15.73,185466075.1,n/a,n/a,Finance,Banks,https://www.nasdaq.com/symbol/essa
EPIX,ESSA Pharma Inc.,3.02,17443815.96,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/epix
ESND,Essendant Inc.,12.61,475521624.6,n/a,n/a,Consumer Services,Paper,https://www.nasdaq.com/symbol/esnd
ESTA,Establishment Labs Holdings Inc.,26.3,538396242,n/a,2018,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/esta
ESTR,"Estre Ambiental, Inc.",5.89,301489851.5,n/a,n/a,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/estr
ESTRW,"Estre Ambiental, Inc.",0.37,0,n/a,n/a,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/estrw
VBND,ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund,47.63,409618000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vbnd
VUSE,ETF Series Solutions Trust Vident Core US Equity ETF,34.7,527440000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vuse
VIDI,ETF Series Solutions Trust Vident International Equity Fund,25.11,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vidi
ETSY,"Etsy, Inc.",50.55,6053536038,n/a,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/etsy
CLWT,Euro Tech Holdings Company Limited,3.85,7938349.65,n/a,1997,Consumer Durables,Diversified Electronic Products,https://www.nasdaq.com/symbol/clwt
EDRY,EuroDry Ltd.,7,15778910,n/a,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/edry
EEFT,"Euronet Worldwide, Inc.",101.66,5186947960,n/a,1997,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/eeft
ESEA,Euroseas Ltd.,1.56,17587636.56,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/esea
EVLO,"Evelo Biosciences, Inc.",13.29,421845890.6,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evlo
EVBG,"Everbridge, Inc.",61.17,1797529202,n/a,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/evbg
EVK,"Ever-Glory International Group, Inc.",3.3,48826773.6,n/a,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/evk
EVER,"EverQuote, Inc.",14.17,353384043,n/a,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ever
MRAM,"Everspin Technologies, Inc.",7.98,134894813.8,n/a,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/mram
EVLV,EVINE Live Inc.,1.28,84916614.4,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/evlv
EVOP,"EVO Payments, Inc.",26.63,2132394241,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/evop
EVFM,"Evofem Biosciences, Inc.",3.94,101670222.5,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evfm
EVGN,Evogene Ltd.,3.05,78550605.85,n/a,n/a,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/evgn
EVOK,"Evoke Pharma, Inc.",3.25,54920658,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evok
EOLS,"Evolus, Inc.",21.31,568444058.2,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eols
EVOL,"Evolving Systems, Inc.",2.3,27869132.2,n/a,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/evol
EXAS,Exact Sciences Corporation,76.76,9422584682,n/a,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/exas
FLAG,Exchange Traded Concepts Trust FLAG-Forensic Accounting Long-S,42.4661,16986440,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/flag
ROBO,Exchange Traded Concepts Trust ROBO Global Robotics and Automa,41.33,190118000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/robo
XELA,"Exela Technologies, Inc.",6.87,1038206223,n/a,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/xela
EXEL,"Exelixis, Inc.",16.71,4980172503,n/a,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/exel
EXFO,EXFO Inc,3.9,91544680.5,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/exfo
EXLS,"ExlService Holdings, Inc.",64.86,2225521657,n/a,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/exls
EXPI,"eXp World Holdings, Inc.",17.08,981673375.8,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/expi
EXPE,"Expedia Group, Inc.",130.41,19489918473,n/a,n/a,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/expe
EXPD,"Expeditors International of Washington, Inc.",74.25,12944410949,n/a,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/expd
EXPO,"Exponent, Inc.",53.75,2797017184,n/a,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/expo
ESRX,Express Scripts Holding Company,91.32,51332858854,n/a,1992,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/esrx
STAY,"Extended Stay America, Inc.",19.89,3757600004,n/a,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/stay
XOG,"Extraction Oil & Gas, Inc.",10.45,1833756376,n/a,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/xog
EXTR,"Extreme Networks, Inc.",5.82,688623564,n/a,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/extr
EYEG,"Eyegate Pharmaceuticals, Inc.",0.38,16506869.4,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyeg
EYEGW,"Eyegate Pharmaceuticals, Inc.",0.077,0,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyegw
EYEN,"Eyenovia, Inc.",5.04,50393175.84,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyen
EYPT,"EyePoint Pharmaceuticals, Inc.",2.21,164671626.1,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/eypt
EZPW,"EZCORP, Inc.",10.9,593662145.3,n/a,1991,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/ezpw
FFIV,"F5 Networks, Inc.",192.27,11693538963,n/a,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/ffiv
FB,"Facebook, Inc.",161.36,4.66E+11,n/a,2012,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/fb
FLMN,Falcon Minerals Corporation,11.4,978747000,n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/flmn
FLMNW,Falcon Minerals Corporation,1.8,0,n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/flmnw
DAVE,"Famous Dave&#39;s of America, Inc.",6.275,57050580.65,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dave
FANH,Fanhua Inc.,27.81,980276386.4,35249061,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/fanh
FARM,Farmer Brothers Company,27.6,467212468.8,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/farm
FMAO,"Farmers & Merchants Bancorp, Inc.",43.6,403906476,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fmao
FMNB,Farmers National Banc Corp.,15.2,420141999.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fmnb
FAMI,"FARMMI, INC.",4.6,53728000,n/a,2018,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/fami
FARO,"FARO Technologies, Inc.",64.25,1090885202,n/a,1997,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/faro
FAST,Fastenal Company,59,16929963565,n/a,1987,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/fast
FAT,FAT Brands Inc.,8.85,100381408.2,n/a,2017,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/fat
FATE,"Fate Therapeutics, Inc.",11.76,628209662.6,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/fate
FBSS,"Fauquier Bankshares, Inc.",23.66,89288959.76,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fbss
FSAC,Federal Street Acquisition Corp.,10.12,152451940.5,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/fsac
FSACU,Federal Street Acquisition Corp.,10.9,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/fsacu
FSACW,Federal Street Acquisition Corp.,1.5,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/fsacw
FNHC,FedNat Holding Company,24.44,311168711.4,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/fnhc
FENC,Fennec Pharmaceuticals Inc.,7.84,147344693.4,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/fenc
GSM,Ferroglobe PLC,7.94,1365495244,n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/gsm
FFBW,"FFBW, Inc.",11.47,75845375,n/a,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ffbw
FCSC,Fibrocell Science Inc.,2.21,20586110.22,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fcsc
FGEN,"FibroGen, Inc",59.55,5022054089,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fgen
FDBC,"Fidelity D & D Bancorp, Inc.",67.75,254198338.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fdbc
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,314.54,1670175946,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oneq
LION,Fidelity Southern Corporation,24.55,668110721.3,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lion
FDUS,Fidus Investment Corporation,14.69,359363218.1,n/a,2011,n/a,n/a,https://www.nasdaq.com/symbol/fdus
FDUSL,Fidus Investment Corporation,25.66,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdusl
FRGI,"Fiesta Restaurant Group, Inc.",28.15,767538547.5,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/frgi
FITB,Fifth Third Bancorp,28.77,19170715039,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fitb
FITBI,Fifth Third Bancorp,27.95,503100000,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fitbi
FISI,"Financial Institutions, Inc.",32.55,518357415.5,n/a,1999,Finance,Major Banks,https://www.nasdaq.com/symbol/fisi
FNSR,Finisar Corporation,18.98,2224672087,n/a,1999,Technology,Semiconductors,https://www.nasdaq.com/symbol/fnsr
FNJN,"Finjan Holdings, Inc.",4.08,111156172.8,n/a,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/fnjn
FEYE,"FireEye, Inc.",16.22,3162974012,n/a,2013,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/feye
FBNC,First Bancorp,39.91,1185443218,n/a,1987,Finance,Major Banks,https://www.nasdaq.com/symbol/fbnc
FNLC,"First Bancorp, Inc (ME)",28.64,310883247.7,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fnlc
FRBA,First Bank,13.55,252901752.8,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/frba
BUSE,First Busey Corporation,31.06,1517180303,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/buse
FBIZ,"First Business Financial Services, Inc.",22.6,197978327.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fbiz
FCAP,"First Capital, Inc.",38.62,129614281.3,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fcap
FCFS,"First Cash, Inc.",81.55,3614870275,n/a,1991,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/fcfs
FCBP,First Choice Bancorp,28.19,203143623.7,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcbp
FCNCA,"First Citizens BancShares, Inc.",463.34,5518567053,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcnca
FCBC,"First Community Bancshares, Inc.",33.5,555254393,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcbc
FCCO,First Community Corporation,25.8,196210367.4,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcco
FBNK,"First Connecticut Bancorp, Inc.",30.25,485095473.5,n/a,2011,Finance,Banks,https://www.nasdaq.com/symbol/fbnk
FDEF,First Defiance Financial Corp.,31.01,632633924.7,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fdef
FFBC,First Financial Bancorp.,29.95,2932136328,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffbc
FFBCW,First Financial Bancorp.,20.5,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffbcw
FFIN,"First Financial Bankshares, Inc.",60.5,4094014309,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffin
THFF,First Financial Corporation Indiana,51.5,631134817.5,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/thff
FFNW,"First Financial Northwest, Inc.",16.97,185220015.3,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffnw
